Review,Place
"The Famous Caves in the India nice place , inner cave lighting is super and out side natural green hills and gosthani river view point is awesome all seasons is beast time for visiting . Rail and Road transporting available its a grate wonder of the India",Borra Caves
"Path to the cave is somehow risky, avoid if u have height phobia or fear of depth cave. It is so huge and magestic. The colourful lights make the cave more beautiful and scary at the same time. The steps are so small , u need to take every …",Borra Caves
"About 80km from vishakhapatnam you have Borra caves. At first i thought it will be some kind of small tunnel and at last you have a temple. But it was way more than that, very adventurous and haunted too. …",Borra Caves
Borra caves were naturally formed from linestone...it took one and half an hour to reach caves from araku valley ... Winter is the most suitable time to visit .... Climbing steps will be difficult for some people... Inside caves water facility is there so better to bring water  ...we can purchase bamboo products outside caves ...,Borra Caves
"Its 270 feet below ground level
Heavenly refreshing atmosphere with  nice views, must visit place
Light effects are great
But road is too much dangerous",Borra Caves
It's awesome. The cave is sufficient large to spend 3-4 hours inside. Some tunnels are still not accessible. You will surely enjoy the views inside the cave. Stairs with handrail are available inside. If you want to frame the moments …,Borra Caves
"Me and My friends have visited this place.
Got an amazing experience after get into those deep Caves. But for an instance your sense will be gone as you need to travel so high altitude and deep into …",Borra Caves
"Must visit place in Vizag and Aaraku valley. Vehicle can be parked 200 meters away and then need to walk the way in Caves. Its huge mountain cave with lighting provided by administration. Can be exerting for senior citizens, kids as you …",Borra Caves
"Borra Caves ae million-year-old stalactite and stalagmite formations. Perched at an elevation of 1,400 m above sea level.
We have visited on weekdays and the place is really majestic, its can’t be …",Borra Caves
"Borra Caves situated in Araku Valley. It's the largest Natural Cave in India. A really amazing experience entering the cave and going deep into the stones. You can reach here directly by Train from Vizag or from Araku station by Auto , reserve car.",Borra Caves
Whats not to like and whats to rate .. such amazing place... the caves are so catchy and peacefull.. …,Borra Caves
"We covered Borra caves on our Araku day trip, borra caves being the last as it is physically exhausting, to go down into the cave and then climb up, grateful to the cabby for having arranged it for us well. Good Experience though",Borra Caves
"Tourist spot, Naturally formed caves, colourful lightning inside makes it more beautiful.  Nearest railway station is Borra Caves and I recommend you should visit by train as the natural beauty on the route is mesmerizing several tunnels mountain and bridges comes on way.",Borra Caves
You are sure to be awed by this marvel of nature. You have to walk at at least 10-15 mins before entering the main cave. Be careful of the steps as sometimesthey are slippery due to water dripping from the cave ceiling. Though ample light …,Borra Caves
Visited this place on our way back from Araku Valley. It was Sunday and the place was totally packed. Even for tickets it took more than 40 mins with a big line and the crowd inside the cave was too much. Can't even walk freely in the cave …,Borra Caves
"Borra caves
The caves are excellent and amazing, you can get photos. I ever seen caves like this, best experience.",Borra Caves
"Good Place to visit. The cave is pretty deep, i won't suggest you go if you are claustrophobic (scared of closed places or small spaces)",Borra Caves
"Borra caves is in the Ananthagiri hills of the Araku Valley (with hill ranges' elevation varying from 800 to 1,300 m (2,600 to 4,300 ft)) of the Visakhapatnam district in Andhra Pradesh. …",Borra Caves
Borra Cave is one of the must visit place pf Andhra Pradesh. Such a great geological structure. We all mesmerized after seeing the cave & its depth,Borra Caves
Good one time visit. Caves are quite large. The place is alternatively colorful and dark. There are a lot of steps to climb in the caves so it might be difficult for elderly people and those with joint pains. Best time is to visit before 10 …,Borra Caves
The Bora caves or only main line from Visakhapatnam to Kirandul which is accessible either by train or by road. Regardless of the mode of travel you choose you can enjoy the beauty of the valley while passing. If you were reference was to …,Borra Caves
"A must visit place in Andrapradesh
It is a visual treat for people who love exploring places. Well maintained by the govt. Light arrangements are so nice. Cloak room is available near ticket …",Borra Caves
Was my second visit after a gap of about 28 years. There has been lot of improvement done by AP Tourism. Worth a visit for any new visitor!,Borra Caves
It is the deepest and great cave of India located on the anantgiri hills. The cave view Inside is mesmerizing. You will have a great experience going down to the caves. …,Borra Caves
"The Borra Caves are located on India's east coast in the Ananthagiri hills of the Araku Valley in the Visakhapatnam district. Borra Caves' breath-taking hilly terrain, beautiful landscape, semi-evergreen moist deciduous forests, and wild …",Borra Caves
"The caves, one of the largest in the country, at an elevation of about 705 m (2,313 ft), distinctly exhibit a variety of speleothems ranging in size and irregularly shaped stalactites and stalagmites …",Borra Caves
"Decent place , but the entry fee is 80 rupees and i felt thats too much , because in the caves there is nothing stunning , it's just lighting effects..
I would suggest older people or those people who finds it tough to walk or climb …",Borra Caves
Borra cave is unique and it is very large in size it is found near arku valley inside borra Shiva linga is available inside cave drips of water you may see it is really nice,Borra Caves
"Need quality time to understand and explore the caves....for real tourists, must visit with time in hand. Must taste local Bamboo chicken.",Borra Caves
"Beautiful cave.
Many steps
Some are slippery.. …",Borra Caves
"The Borra Caves (also called Borra Guhalu) are located on the East Coast of India, in the Ananthagiri hills of the Araku Valley (with hill ranges' elevation varying from 800 to 1,300 m (2,600 to 4,300 ft)) of the Alluri Sitharama Raju …",Borra Caves
"What an amazing site!!! Situated in the Araku valley in the Eastern ghats, Andhra Pradesh. One of the best maintained caves i have ever visited, proper infrastructure is there to reach the very enda of the caves. The inside is very well lit …",Borra Caves
"It is 90km from vizag, you can spend whole day to see the beautiful spots in the caves better hire a guide to know more",Borra Caves
"Its a beautiful n adventures cave to travel with family n friends. Colourful lighting inside the cave gives immense of beauty, long inside there is shiva linga also. Just outside the cave the ossum tasty bamboos chicken ( no oil+ no water) n bamboos biryani is served...",Borra Caves
Beautiful natural cave. Must visit for adventure lovers and trekkers. Spiritual people also can find peace here. I loved it the most in my Vizag trip.,Borra Caves
Definitely a one time visit. One of the largest caves in India. Must visit.,Borra Caves
First experience exploring a cave. Love what they have done inside lighting it up with multiple colours.,Borra Caves
"It's a very good place, very calm and relax feel at that location, it was my first visit to any cave. And it was an awesome place",Borra Caves
"nice location

The Borra Caves (also called Borra Guhalu) are located on the East Coast of …",Borra Caves
"The Bora caves is awsome. Liked it too much. The lighting system is very good. Very attractive for tousitst.There are different formations of the stalactites and stalagmites as Shiv-Parvati, mother-child, human brain, etc. Stalagmites are …",Borra Caves
"Full of mystery. Amazing place with geological history. One of the biggest caves in India. Additionally, extra lighting is making the place even more interesting. …",Borra Caves
"If you plan to visit Araku valley then this is the must visit place.
It is one of a kind. The cave is huge and exhillarating. It is well maintained.
Cold and wet too, so wear shoes accordigly. …",Borra Caves
"While you get inside the caves ,You will be feeling  like sleeping in the fridge and its one kind of experience you have to witness once in a lifetime",Borra Caves
"I visited borra caves in the 1st week of November 2021(Saturday), it was a good, limited crowd and I had a good experience. Again I visited borra caves in the 2nd week of November 2022(Sunday), there was a huge crowd, this time I did not have a good experience. But the caves are good.",Borra Caves
"It’s amazing place , visit at least once in a while. Good visiting and tourist place to family and friends. Super experience and service is available.train is available from Vizag.",Borra Caves
"Most beautiful caves in india and one of the long and deep cave in india
Near cave 1 of the beautiful view point sorrounding of forest Piece full environmental flow river near caves beat part",Borra Caves
One of the tourist places where often tourists are found in large numbers. On the way to Bora Cave we can find lots of local vendors on the road selling the local stuff. Bamboo Chicken can be found and everyone should give it a try. …,Borra Caves
"These are natural caves. It just simply ok not as much expected and trilled. Can visit once. Different colours of lights are arranged for attraction of tourists. My suggestion Please don't prefer any local guide when visiting this cave.
Outside the cave we can find hand made iteams made of bamboo. They are look nice.",Borra Caves
"Huge cave. Should visit there with family. Recommended taking a flashlight because the lighting there is poor. Also you have to walk a lot so, better geared up.",Borra Caves
"Natural caves formed by the reaction of calcium and other minerals with rainwaters, these caves are thousands of years old and were first discovered around 1807. It's a 200m range of natural caves inside the hills. Beautiful place to visit.",Borra Caves
"One of the nicest Cave attractions in India, clean, well maintained and a must see attraction in the area, the place has entry fees and gets pretty crowded on holidays and weekends …",Borra Caves
Visit here ONLY if you are physically fit and your feet are strong enough to go down & up a thousand steps. …,Borra Caves
Ancient cave made up of water residues. Inside cave you will enjoy natural cooling effects even in summer. The shape by the calcium silicates will take you to different world.,Borra Caves
"Overall nice experience to all ages. Maintenance is worst, supporting side walls and side iron rods are damaged, no safety measures are following by visiters by clicking photos at the edge of some places and no supervision",Borra Caves
"Good place for youngsters.Old people may walk short distance inside the cave.
Can have meals in main gate itself in ap tourism restaurant and nice food.
And small temple is also there inside the caves.",Borra Caves
"Borra caves is a very famous place in the Aaraku. So many people start with this place to explore the Aaraku.
Borra caves formed very naturally many many years like some lakhs years ago we …",Borra Caves
The cave was huge . Well decorated light. The ambiance was awesome.  Highly recommended.,Borra Caves
"Borra Caves is a great lake  of information and in addition to tourism, it should be also Utilized for research and observation. The last vist I paid here was in Feb 2022 and it has not changed much from my previous vist in late 1990's. The …",Borra Caves
"Borra caves was good experience, but visit in day light to get its natural view. Be careful with the monkeys around 🐒. Stones and walkway are little slippery so choose your footwear properly. …",Borra Caves
"Its near Araku and a beautiful cave. There a Shivling deep inside the cave. Some says that during AGYATBAS pandav's stayed here. The caves have impressive stalactite and stalagmite formations of Shiva-Parvati, mother-child and many others. If you are a non-veg then must try bamboo chicken outside here.",Borra Caves
"Awesome experience traveling in train from visakhapatnam to borra caves
Mng 6:50 journey started and 4:50pm return journey start enjoying a lot with my family",Borra Caves
Been here 3 times nothing changed in safety and better to eat food outside and fraud parking rules …,Borra Caves
These are the ancient caves from nature. The place is very nice to explore and the caves are decored with lights to reflect the beauty. There was a water flow inside the caves but now its lost with time. People can take some  nice pics …,Borra Caves
"This place is beautiful one. You need to walk around 700m with ups & downs. The cave is of 500m long. You will find some very good scriptures.
This place is well maintained from outside as well as from inside.",Borra Caves
"One Of The Best Place Of Nature

It is located near BORRA GUHALU station …",Borra Caves
"Borra Cave was amazing also but you have to be careful about monkey. Is a wonderful place not only for tourism, I love the place and the atmosphere.",Borra Caves
"Vibrant colors in these caves, will definitely attract your eyes.

Go and have a look 👀😉👍🏼. …",Borra Caves
"Beautiful caves formed naturally some million years ago, found by the tribals during british. Its wonderful experience inside the caves...",Borra Caves
"Huge caves beautifully maintained by colourful artificial lights. There are stalls outside selling various bamboo products, earrings, home decor items etc.",Borra Caves
"marvellous creation of nature, the Borra caves were formed when river waters flow through a limestone area, and the calcium carbonate turns into calcium bicarbonate, which is easily washed out by the running water. The most striking feature …",Borra Caves
It's pretty good for exploring. You can have good photos at 10 spots here.,Borra Caves
"Rating is mostly for the current state rather the significance of this place.

Filled with people and stuffed with dirt, indeed what could be a stunning view …",Borra Caves
"Borra caves is must visit if you're coming to araku!
It's about an hour's drive away from araku valley, the roads are scenic, the view is great but the caves themselves are absolutely stunning. There are quite a lot of steps but totally worth it.",Borra Caves
150 millions years old Cave. Really enjoyed. Don't forget to taste the Bamboo Chicken Or Bamboo Biryani.,Borra Caves
"It's a huge and beautiful cave made due to the errosive action of water on mountain made up of lime stone.
Simple chemical reaction has created wonderful landform. …",Borra Caves
"The Borra Caves (Borra Guhalu) located in AP and we can and should visit on the way to Araku, these are very old caves and very big. The timings are morning to evening (around 10am to 5pm) daily. We have a train directly from Vizag to Borra Caves.",Borra Caves
"The Borra Caves (also called Borra Guhalu) are located on the East Coast of India, in the Ananthagiri hills of the Araku Valley (with hill ranges' elevation varying from 800 to 1,300 m (2,600 to 4,300 ft)) of the Alluri Sitharama Raju …",Borra Caves
Really Amazing Area. Natures Beauty. Everyone can visit. Kids enjoys a lot.,Borra Caves
"One of the best bike ride of my life, we drove nearly 400 km from bhawanipatna to borra cave. It was a Wonderful experience..",Borra Caves
"Nice place for youngsters , elderly people might not travel very deep in the cave amazing atmosphere and outside of the cave you can have bamboo chicken whish is little bit costly.",Borra Caves
Firstly i thought it may be as the other ones.. But when I entered this Massive Borra Cave.. I was literally like OMG..!!! 😍😍 Lights falling on the rock made it more beautiful ♥ …,Borra Caves
A great naturally formed wonder. Don't miss to visit. Don't wear sandals that are slippery.,Borra Caves
Natural Stalactite stalagmite cave. Nearby rail station Bora Guhallu. Can be reached by train or by road from Araku or Vizag. Nearby restaurants are good and famous for bamboo biriyani & bamboo chicken.,Borra Caves
It was one of my first experience going inside a cave. It was pretty good. It has proper lighting and has been cleaned recently so there is no garbage or anything inside. It was quite cool inside and you could see the patterns formed on …,Borra Caves
"The caves have impressive stalactite and stalagmite formations of Shiva-Parvati, mother-child, crocodile, human brain, rishi's beard and cow's udder among others. Also the valley is full of amazing scenic beauty.",Borra Caves
One of the largest and the deepest caves in India. These caves are karstic limestone structures. Exquisite variety of speleothems of different sizes is the unique feature of these caves.  These caves are surrounded by a hilly terrain with a beautiful greenery all around it which is a visual fest to see,Borra Caves
"The place was amazing, the view inside the cave is mesmerizing. There's a certain coolness inside the cave . Place is covered with colourful lights. While going on the way you have to be aware of the monkeys, they are everywhere. They try …",Borra Caves
Awesome experience.. beautiful cave..opens at 10am.80rs for adults and 60ra for child..there is parking which is free,Borra Caves
Awesome experience under the cave . lighting decoration was the most attractive things are there.,Borra Caves
"Nice neat place… with a lot of colourful lights inside the cave.
It was one of my first experience going inside a cave. It was pretty good. It has proper lighting and has been cleaned recently so there is no garbage or …",Borra Caves
"Borra Caves in Andhra Pradesh are a natural wonder that left me awe-inspired. These caves, nestled in the Eastern Ghats of India, are a treasure trove of geological formations and captivating beauty. The sheer magnitude and intricate …",Borra Caves
"The opening time is 10am, if you're on time u don't have to wait in a queue. The cave is very huge, much to explore and has a great history.",Borra Caves
It was one of my first experience going inside a cave. It was pretty good. It has proper lighting and has been cleaned recently so there is no garbage or anything inside. It was quite cool inside and you could see the patterns formed on …,Borra Caves
"The Borra Caves (also called Borra Guhalu) are located on the East Coast of India, in the Ananthagiri hills of the Araku Valley (with hill ranges' elevation varying from 800 to 1,300 m (2,600 to 4,300 ft)) of the Alluri Sitharama Raju …",Borra Caves
"If you go to Araku, you don't have to miss the bora caves, a river flows through the caves, I forgot the name.. When you enter the cave by going down the stairs to see the view of the river, you will see the magnificent view of the cave. …",Borra Caves
This place is real wonder of  nature.....everyone must visit this cave at least once in his/her life....it is basically limestone cave which has been created by itself and this cave was discovered 200 years back......,Borra Caves
Bat's smell inside.... Very beautiful caves with colorful lights.... I would suggest taking pictures from cameramen inside the cave with dslr. They charge 50rs per pic. Totally worth,Borra Caves
"A must visit place around Araku, this place can make you tiresome especially the uphill climb on the way back, also don't miss visiting the shiva lingam.",Borra Caves
It's a huge naturally formed cave.will take 2 hours to vist the place. It's a must visit place in Araku valley.its a different kind of experience which will make ones feel that how small we are compare to nature earth.,Borra Caves
Its very wonderful place. The caves are so huge. There are stairs to go up and doen. It will be around 3km coming and going inside borra caves. Its just wonder to the eyes. …,Borra Caves
"Borra Caves is interesting attractions like the Tyada Railway Tunnel, Damuku View Point, Ananthagiri Coffee Plantation, Padmapuram Gardens and the Araku Valley. visitors get information board at the entry point to the caves gives some details of the caves and its surroundings which really helpful.",Borra Caves
"A mesmerizing place, a bit crowded in seasonal times but awesome place to roam around and if you are going there please have the Bamboo biryani, i swear you will have your best birayani meal in terms of taste and everything in your entire life 🤗 …",Borra Caves
"Very nice cave entry fees 60rs per person
1pm to 2pm lunch break",Borra Caves
"Most beautiful place of Andra Pradesh. It is biggest cave of India,Avoid if you are scared of depth or caves. Otherwise, enjoy the colorful cave and the dripping water(be careful, due to the dripping water, sometimes the stairs are wet and slippery). Anyways it's beautiful and the river beside is a beautiful view as well",Borra Caves
Beautiful caves in the middle of Ghats. Lights in the caves are bit irritating as it takes away natural beauty. Rest is awesome,Borra Caves
"Restrooms here are not maintained well...

Place is awesome. Buses are not allowed near Borra caves. They are stopped 2kms …",Borra Caves
Nice place to visit from vizag.borrah cave 🚃 station near to this place.main road and bus is 6km away from this place …,Borra Caves
"Located on the east coast of India, the Borra Caves are situated in the Ananthagiri hills of the Araku Valley in Visakhapatnam district. Breath taking hilly terrain, beautiful landscape, semi-evergreen moist deciduous forests, and wild …",Borra Caves
"This is a 1 million year old cave.
Borra Caves were formed as a result of the flow of Gosthani River on the limestone deposits. These caves are known for the breathtaking stalactite and …",Borra Caves
It's a good place. This is the natural cave made over more than 100 years. Lot of colourful artificial lights are there to make it more colourful and attract fir tourists. Man made pathways is made to walk down. A natural Shivling is there …,Borra Caves
"Avoid if you are scared of depth or caves. Otherwise, enjoy the colorful cave and the dripping water(be careful, due to the dripping water, sometimes the stairs are wet and slippery). Anyways it's beautiful and the river beside is a …",Borra Caves
"Awesome, natural wonders. You can spend 2 to 3 hours inside the caves to view and enjoy the magical works of nature. Lighting needs to improve with subtle and indirect lighting, than the current direct & coloured lighting.",Borra Caves
A very good place to visit with friends and not recommended for old people as they have to walk long way through,Borra Caves
"A good historical place,not much to see....great for kids ig.",Borra Caves
"Caves that are both stunning and natural can be found more than 100 feet below the surface of the earth. It was a thrilling adventure to explore the caves on foot. The presence of Lord Shiva at the highest point in the cave, in a small …",Borra Caves
It is a huge cave I saw in my whole life .  Place is so good if u are a traveller must visit this place  but make sure u can walk long bcz there are steps u gonna tired by walking on that .,Borra Caves
"Hi Viewers,

I am here with a new review on Borra Caves. …",Borra Caves
"If you are going from vizag via train, then deboard at BoraGuhallu station which is at a walking distance from Borra caves",Borra Caves
Outstanding and amazing one must see . Further adding lights in the caves given a wonderful site.,Borra Caves
Most beautiful Place and also their famous on Bongulo Biriyani… bamboo chicken is most famous and Araku Valley …i love it 🥰 …,Borra Caves
"Its a cave which is on the way to Arakku valley. Guides available  at the entrance  of the cave, the best thing i liked is, it was quite cool, as we visited  during  2nd week of march 23'.  The natural  ventilation  of the cave is amazing, …",Borra Caves
"For me it was a shocker because it was the first cave I saw.Drinking water may be required while descending to visit the cave, carry it with you.",Borra Caves
"One of the best place to visit in araku vally
It near boraguhalu railway station",Borra Caves
Absolutely worth it.... The artifical lights  and natural speleothems are a treat to eye,Borra Caves
"Borra caves is fun to visit with children. This is one of the places where we can show children, the naturally formed caves. It is smelly inside the cave and not so bright ambience. Please take care of your foot steps as there will be wet …",Borra Caves
"I visited Bora caves first time and I have a very good experience in that caves , they have very amazing colourful lighting and proper stairs, …",Borra Caves
"Enjoy the colorful cave and the dripping water(be careful, due to the dripping water, sometimes the stairs are wet and slippery). Anyways it's beautiful and the river beside is a beautiful view as well. You can find many roadside crafts vendors, may be you can consider a little souvenir. Enjoy your trip.",Borra Caves
